row,family,hour_0based,uid,multiplier
0,aggregate_balance,0,ALL,-1454.8436805026897
1,aggregate_balance,1,ALL,-1454.8436805026897
2,aggregate_balance,2,ALL,-1454.8436805026897
3,aggregate_balance,3,ALL,-1454.8436805026897
4,aggregate_balance,4,ALL,-1454.8436805026897
5,aggregate_balance,5,ALL,-1454.8436805026897
6,aggregate_balance,6,ALL,-1454.8436805026897
7,aggregate_balance,7,ALL,-1454.8436805026897
8,aggregate_balance,8,ALL,-1454.8436805026902
9,aggregate_balance,9,ALL,-802.6561805033119
10,aggregate_balance,10,ALL,-540.781180503561
11,aggregate_balance,11,ALL,-278.90618050381045
12,aggregate_balance,12,ALL,-278.90618050381045
13,aggregate_balance,13,ALL,-278.90618050381045
14,aggregate_balance,14,ALL,-278.90618050381045
15,aggregate_balance,15,ALL,-278.90618050381045
16,aggregate_balance,16,ALL,-278.90618050381045
17,aggregate_balance,17,ALL,-278.90618050381045
18,aggregate_balance,18,ALL,-278.90618050381045
19,aggregate_balance,19,ALL,-278.9061805038105
20,aggregate_balance,20,ALL,-278.90618050381045
21,aggregate_balance,21,ALL,-278.90618050381045
22,aggregate_balance,22,ALL,-278.90618050381045
23,aggregate_balance,23,ALL,-540.781180503561
24,aggregate_balance,24,ALL,-1454.8436805026893
25,aggregate_balance,25,ALL,-1454.8436805026897
26,aggregate_balance,26,ALL,-1454.8436805026897
27,aggregate_balance,27,ALL,-1454.8436805026897
28,aggregate_balance,28,ALL,-1454.8436805026897
29,aggregate_balance,29,ALL,-1454.8436805026897
30,aggregate_balance,30,ALL,-1454.8436805026893
31,aggregate_balance,31,ALL,-1454.8436805026897
32,aggregate_balance,32,ALL,-802.6561805033119
33,aggregate_balance,33,ALL,-540.781180503561
34,aggregate_balance,34,ALL,-278.90618050381045
35,aggregate_balance,35,ALL,-278.90618050381045
36,aggregate_balance,36,ALL,-278.90618050381045
37,aggregate_balance,37,ALL,-278.90618050381045
38,aggregate_balance,38,ALL,-278.90618050381045
39,aggregate_balance,39,ALL,-278.90618050381045
40,aggregate_balance,40,ALL,-278.90618050381045
41,aggregate_balance,41,ALL,-278.90618050381045
42,aggregate_balance,42,ALL,-278.90618050381045
43,aggregate_balance,43,ALL,-278.90618050381045
44,aggregate_balance,44,ALL,-278.90618050381045
45,aggregate_balance,45,ALL,-278.90618050381045
46,aggregate_balance,46,ALL,-278.90618050381056
47,aggregate_balance,47,ALL,-861.3279103794146
49,aggregate_balance,49,ALL,-1454.8436805026897
50,aggregate_balance,50,ALL,-1454.8436805026897
51,aggregate_balance,51,ALL,-541.781180503561
52,aggregate_balance,52,ALL,-1454.8436805026897
53,aggregate_balance,53,ALL,333.11256022948413
54,aggregate_balance,54,ALL,-1454.8436805026897
55,aggregate_balance,55,ALL,-802.6561805033119
56,aggregate_balance,56,ALL,333.1125602294842
57,aggregate_balance,57,ALL,-278.90618050381045
58,aggregate_balance,58,ALL,-1454.8436805026897
59,aggregate_balance,59,ALL,-76.99006208295077
60,aggregate_balance,60,ALL,-802.6561805033119
61,aggregate_balance,61,ALL,-1454.8436805026897
62,aggregate_balance,62,ALL,77.47539844321795
63,aggregate_balance,63,ALL,-72.16275945137568
64,aggregate_balance,64,ALL,-278.90618050381045
65,aggregate_balance,65,ALL,-278.90618050381045
66,aggregate_balance,66,ALL,-802.6561805033119
67,aggregate_balance,67,ALL,-278.90618050381045
68,aggregate_balance,68,ALL,-931.0936805031884
69,aggregate_balance,69,ALL,-1454.8436805026897
70,aggregate_balance,70,ALL,284.21881949565307
71,aggregate_balance,71,ALL,-278.90618050381045
72,aggregate_balance,72,ALL,-802.6561805033119
73,aggregate_balance,73,ALL,-28.09632134911959
74,aggregate_balance,74,ALL,-1454.8436805026897
75,aggregate_balance,75,ALL,284.21881949565307
76,aggregate_balance,76,ALL,-540.781180503561
77,aggregate_balance,77,ALL,-1454.8436805026897
78,aggregate_balance,78,ALL,-1454.8436805026897
79,aggregate_balance,79,ALL,409.62374907299863
80,aggregate_balance,80,ALL,-278.90618050381045
81,aggregate_balance,81,ALL,-1454.8436805026897
82,aggregate_balance,82,ALL,-1454.8436805026897
83,aggregate_balance,83,ALL,-1454.8436805026897
84,aggregate_balance,84,ALL,284.21881949565307
85,aggregate_balance,85,ALL,-1454.8436805026897
86,aggregate_balance,86,ALL,284.21881949565307
87,aggregate_balance,87,ALL,-278.90618050381096
88,aggregate_balance,88,ALL,-1454.8436805026897
89,aggregate_balance,89,ALL,-278.90618050381045
90,aggregate_balance,90,ALL,-1454.8436805026897
91,aggregate_balance,91,ALL,284.21881949565284
92,aggregate_balance,92,ALL,-802.6561805033119
93,aggregate_balance,93,ALL,-1454.8436805026897
94,aggregate_balance,94,ALL,-179.96703576706295
95,aggregate_balance,95,ALL,-1454.8436805026897
96,aggregate_balance,96,ALL,-278.90618050381045
97,aggregate_balance,97,ALL,333.11256022948413
98,aggregate_balance,98,ALL,-1454.84368050269
99,aggregate_balance,99,ALL,-802.6561805033119
100,aggregate_balance,100,ALL,284.21881949565307
101,aggregate_balance,101,ALL,-175.92920681969832
102,aggregate_balance,102,ALL,-924.0266332895716
103,aggregate_balance,103,ALL,-1454.8436805026897
104,aggregate_balance,104,ALL,128.96388528527348
105,aggregate_balance,105,ALL,-802.6561805033119
106,aggregate_balance,106,ALL,-1454.8436805026897
107,aggregate_balance,107,ALL,-1454.8436805026897
108,aggregate_balance,108,ALL,-802.6561805033119
109,aggregate_balance,109,ALL,333.11256022948413
110,aggregate_balance,110,ALL,-278.90618050381045
111,aggregate_balance,111,ALL,-278.90618050381045
112,aggregate_balance,112,ALL,-1454.8436805026897
113,aggregate_balance,113,ALL,284.2188194956527
114,aggregate_balance,114,ALL,-1454.8436805026897
115,aggregate_balance,115,ALL,-802.6561805033119
116,aggregate_balance,116,ALL,-278.9061805038108
117,aggregate_balance,117,ALL,-540.781180503561
118,aggregate_balance,118,ALL,-278.90618050381045
119,aggregate_balance,119,ALL,-153.50125092646496
120,aggregate_balance,120,ALL,-802.6561805033119
121,aggregate_balance,121,ALL,-1454.8436805026897
122,aggregate_balance,122,ALL,-1454.8436805026897
123,aggregate_balance,123,ALL,-1454.8436805026897
124,aggregate_balance,124,ALL,-1454.8436805026897
125,aggregate_balance,125,ALL,-1454.8436805026897
126,aggregate_balance,126,ALL,-1454.8436805026897
127,aggregate_balance,127,ALL,-1454.8436805026897
128,aggregate_balance,128,ALL,-1454.8436805026897
129,aggregate_balance,129,ALL,-802.6561805033119
130,aggregate_balance,130,ALL,-540.781180503561
131,aggregate_balance,131,ALL,-278.90618050381045
132,aggregate_balance,132,ALL,-278.90618050381045
133,aggregate_balance,133,ALL,-278.90618050381045
134,aggregate_balance,134,ALL,-278.90618050381045
135,aggregate_balance,135,ALL,-278.90618050381045
136,aggregate_balance,136,ALL,-278.90618050381045
137,aggregate_balance,137,ALL,-278.90618050381045
138,aggregate_balance,138,ALL,-278.90618050381045
139,aggregate_balance,139,ALL,-278.90618050381045
140,aggregate_balance,140,ALL,-278.90618050381045
141,aggregate_balance,141,ALL,-278.90618050381045
142,aggregate_balance,142,ALL,-278.90618050381045
143,aggregate_balance,143,ALL,-540.781180503561
144,aggregate_balance,144,ALL,-540.781180503561
145,aggregate_balance,145,ALL,-802.6561805033119
146,aggregate_balance,146,ALL,-802.6561805033119
147,aggregate_balance,147,ALL,-1454.8436805026897
148,aggregate_balance,148,ALL,-1454.8436805026897
149,aggregate_balance,149,ALL,-1454.8436805026897
150,aggregate_balance,150,ALL,-1454.8436805026897
151,aggregate_balance,151,ALL,-1454.8436805026897
152,aggregate_balance,152,ALL,-1454.8436805026897
153,aggregate_balance,153,ALL,-802.6561805033119
154,aggregate_balance,154,ALL,-540.781180503561
155,aggregate_balance,155,ALL,-278.90618050381045
156,aggregate_balance,156,ALL,-540.7811805035635
157,aggregate_balance,157,ALL,-278.90618050381045
158,aggregate_balance,158,ALL,-278.90618050381045
159,aggregate_balance,159,ALL,-278.90618050381045
160,aggregate_balance,160,ALL,-278.90618050381045
161,aggregate_balance,161,ALL,-153.50125092646405
162,aggregate_balance,162,ALL,-278.90618050381045
163,aggregate_balance,163,ALL,-278.90618050381045
164,aggregate_balance,164,ALL,-540.7811805035635
165,aggregate_balance,165,ALL,-802.6561805033119
166,aggregate_balance,166,ALL,-802.6561805033119
167,aggregate_balance,167,ALL,-1454.8436805026897
