101_CT_1,101_CT_2,101_STEAM_3,101_STEAM_4,102_CT_1,102_CT_2,102_STEAM_3,102_STEAM_4,107_CC_1,113_CT_1,113_CT_2,113_CT_3,113_CT_4,115_STEAM_1,115_STEAM_2,115_STEAM_3,116_STEAM_1,118_CC_1,123_STEAM_2,123_STEAM_3,123_CT_1,123_CT_4,123_CT_5,121_NUCLEAR_1,122_HYDRO_1,122_HYDRO_2,122_HYDRO_3,122_HYDRO_4,122_HYDRO_5,122_HYDRO_6,113_PV_1,102_PV_1,101_PV_1,102_PV_2,104_PV_1,101_PV_2,101_PV_3,101_PV_4,103_PV_1,119_PV_1,122_WIND_1
1e-05,1e-05,76.0,76.0,1e-05,1e-05,76.0,76.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,155.0,155.0,1e-05,155.0,350.0,1e-05,1e-05,1e-05,400.0,13.2,13.2,13.2,13.2,13.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-05,1e-05,76.0,76.0,1e-05,1e-05,76.0,76.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,155.0,155.0,1e-05,155.0,350.0,1e-05,1e-05,1e-05,400.0,12.7,12.7,12.7,12.7,12.7,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-05,1e-05,76.0,76.0,1e-05,1e-05,76.0,76.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,155.0,155.0,1e-05,155.0,350.0,1e-05,1e-05,1e-05,400.0,12.7,12.7,12.7,12.7,12.7,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3
1e-05,1e-05,76.0,76.0,1e-05,1e-05,76.0,76.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,155.0,155.0,1e-05,155.0,350.0,1e-05,1e-05,1e-05,400.0,13.2,13.2,13.2,13.2,13.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4
1e-05,1e-05,76.0,76.0,1e-05,1e-05,76.0,76.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,155.0,155.0,1e-05,155.0,350.0,1e-05,1e-05,1e-05,400.0,12.7,12.7,12.7,12.7,12.7,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2
1e-05,1e-05,76.0,76.0,1e-05,1e-05,76.0,76.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,155.0,155.0,1e-05,155.0,350.0,1e-05,1e-05,1e-05,400.0,13.7,13.7,13.7,13.7,13.7,13.7,32.2,9.5,9.9,10.7,10.8,10.4,10.4,10.6,0.5,0.4,27.0
1e-05,1e-05,76.0,76.0,1e-05,1e-05,76.0,76.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,155.0,155.0,1e-05,155.0,350.0,1e-05,1e-05,1e-05,400.0,25.9,25.9,25.9,25.9,25.9,25.9,55.7,16.4,17.1,16.6,17.4,16.4,16.5,17.1,13.2,12.2,54.3
1e-05,1e-05,76.0,76.0,1e-05,1e-05,76.0,76.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,155.0,155.0,1e-05,155.0,350.0,1e-05,1e-05,1e-05,400.0,25.9,25.9,25.9,25.9,25.9,25.9,70.6,19.4,19.1,19.4,19.2,19.6,19.7,20.5,28.5,27.2,48.1
1e-05,1e-05,76.0,76.0,1e-05,1e-05,76.0,76.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,155.0,155.0,1e-05,155.0,350.0,1e-05,1e-05,1e-05,400.0,25.9,25.9,25.9,25.9,25.9,25.9,74.2,21.2,22.0,21.5,22.0,21.4,21.5,22.1,41.6,39.7,42.8
1e-05,1e-05,76.0,76.0,1e-05,1e-05,76.0,76.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,155.0,155.0,1e-05,155.0,350.0,1e-05,1e-05,1e-05,400.0,27.8,27.8,27.8,27.8,27.8,27.8,74.0,21.6,22.2,21.7,22.4,21.6,21.7,22.2,49.5,47.8,39.5
