row,family,hour_0based,uid,multiplier
0,aggregate_balance,0,ALL,-4.624225875948451
1,aggregate_balance,1,ALL,-4.624225875948451
2,aggregate_balance,2,ALL,-4.624225875948451
3,aggregate_balance,3,ALL,-4.624225875948451
4,aggregate_balance,4,ALL,-4.624225875948451
5,aggregate_balance,5,ALL,-4.624225875948451
6,aggregate_balance,6,ALL,-4.624225875948451
7,aggregate_balance,7,ALL,-4.624225875948451
8,aggregate_balance,8,ALL,-4.624225875948451
9,aggregate_balance,9,ALL,0.7793012555487394
10,aggregate_balance,10,ALL,2.1084350964077245
11,aggregate_balance,11,ALL,2.9407121081476157
12,aggregate_balance,12,ALL,2.9407121081476157
13,aggregate_balance,13,ALL,2.9407121081476157
14,aggregate_balance,14,ALL,2.9407121081476157
15,aggregate_balance,15,ALL,2.9407121081476157
16,aggregate_balance,16,ALL,2.9407121081476157
17,aggregate_balance,17,ALL,2.9407121081476157
18,aggregate_balance,18,ALL,2.9407121081476157
19,aggregate_balance,19,ALL,2.9407121081476157
20,aggregate_balance,20,ALL,2.9407121081476157
21,aggregate_balance,21,ALL,2.9407121081476157
22,aggregate_balance,22,ALL,2.9407121081476157
23,aggregate_balance,23,ALL,2.9407121081476157
24,aggregate_balance,24,ALL,-4.624225875948451
25,aggregate_balance,25,ALL,-4.624225875948451
26,aggregate_balance,26,ALL,-4.624225875948451
27,aggregate_balance,27,ALL,-4.624225875948451
28,aggregate_balance,28,ALL,-4.624225875948451
29,aggregate_balance,29,ALL,-4.624225875948451
30,aggregate_balance,30,ALL,-4.624225875948451
31,aggregate_balance,31,ALL,0.7793012555487394
32,aggregate_balance,32,ALL,0.7793012555487394
33,aggregate_balance,33,ALL,2.1084350964077245
34,aggregate_balance,34,ALL,2.9407121081476157
35,aggregate_balance,35,ALL,2.9407121081476157
36,aggregate_balance,36,ALL,2.940712108147615
37,aggregate_balance,37,ALL,2.940712108147616
38,aggregate_balance,38,ALL,2.940712108147617
39,aggregate_balance,39,ALL,2.9407121081476157
