row,family,hour_0based,uid,multiplier
1,aggregate_balance,1,ALL,-84.3672467494068
2,aggregate_balance,2,ALL,-84.3672467494068
3,aggregate_balance,3,ALL,-126.55087012411019
4,aggregate_balance,4,ALL,-126.55087012411019
5,aggregate_balance,5,ALL,-126.55087012411019
6,aggregate_balance,6,ALL,-126.55087012411019
7,aggregate_balance,7,ALL,-126.55087012411019
8,aggregate_balance,8,ALL,-84.3672467494068
10,aggregate_balance,10,ALL,56.368446179823465
11,aggregate_balance,11,ALL,67.49379739952549
12,aggregate_balance,12,ALL,67.49379739952546
13,aggregate_balance,13,ALL,67.49379739952546
14,aggregate_balance,14,ALL,67.49379739952546
15,aggregate_balance,15,ALL,67.49379739952548
16,aggregate_balance,16,ALL,67.49379739952545
17,aggregate_balance,17,ALL,67.49379739952546
18,aggregate_balance,18,ALL,67.49379739952546
19,aggregate_balance,19,ALL,67.49379739952546
20,aggregate_balance,20,ALL,67.49379739952546
21,aggregate_balance,21,ALL,67.49379739952546
22,aggregate_balance,22,ALL,67.49379739952546
23,aggregate_balance,23,ALL,56.368446179823465
24,aggregate_balance,24,ALL,-67.71581646991862
25,aggregate_balance,25,ALL,-126.55087012411019
26,aggregate_balance,26,ALL,-126.55087012411019
27,aggregate_balance,27,ALL,-126.55087012411019
28,aggregate_balance,28,ALL,-126.55087012411019
29,aggregate_balance,29,ALL,-126.55087012411019
30,aggregate_balance,30,ALL,-84.3672467494068
33,aggregate_balance,33,ALL,56.368446179823465
34,aggregate_balance,34,ALL,67.49379739952546
35,aggregate_balance,35,ALL,67.49379739952542
36,aggregate_balance,36,ALL,67.49379739952546
37,aggregate_balance,37,ALL,67.49379739952548
38,aggregate_balance,38,ALL,67.49379739952525
39,aggregate_balance,39,ALL,67.49379739952546
40,aggregate_balance,40,ALL,67.49379739952546
41,aggregate_balance,41,ALL,67.49379739952558
42,aggregate_balance,42,ALL,67.49379739952546
43,aggregate_balance,43,ALL,67.49379739952546
44,aggregate_balance,44,ALL,67.49379739952542
45,aggregate_balance,45,ALL,67.49379739952553
46,aggregate_balance,46,ALL,67.49379739952562
47,aggregate_balance,47,ALL,56.368446179823465
48,aggregate_balance,48,ALL,56.368446179823465
49,aggregate_balance,49,ALL,67.49379739952546
50,aggregate_balance,50,ALL,78.14906335642299
52,aggregate_balance,52,ALL,62.846100159616554
53,aggregate_balance,53,ALL,-84.36724674940679
54,aggregate_balance,54,ALL,164.1073528342402
55,aggregate_balance,55,ALL,-84.3672467494068
56,aggregate_balance,56,ALL,33.58437697340939
57,aggregate_balance,57,ALL,67.49379739952546
58,aggregate_balance,58,ALL,156.45430156222466
59,aggregate_balance,59,ALL,-84.3672467494068
60,aggregate_balance,60,ALL,-84.3672467494068
61,aggregate_balance,61,ALL,-84.3672467494068
62,aggregate_balance,62,ALL,-84.3672467494068
63,aggregate_balance,63,ALL,-84.3672467494068
64,aggregate_balance,64,ALL,56.368446179823465
66,aggregate_balance,66,ALL,16.690831043842664
67,aggregate_balance,67,ALL,67.49379739952546
68,aggregate_balance,68,ALL,202.19277500812612
69,aggregate_balance,69,ALL,-84.3672467494068
70,aggregate_balance,70,ALL,-61.92831757538484
71,aggregate_balance,71,ALL,-84.3672467494068
72,aggregate_balance,72,ALL,136.92523065308268
73,aggregate_balance,73,ALL,-126.55087012411019
74,aggregate_balance,74,ALL,67.49379739952546
75,aggregate_balance,75,ALL,163.7073528342402
76,aggregate_balance,76,ALL,-84.3672467494068
77,aggregate_balance,77,ALL,140.21598755535217
78,aggregate_balance,78,ALL,67.49379739952545
79,aggregate_balance,79,ALL,-84.3672467494068
80,aggregate_balance,80,ALL,67.49379739952548
81,aggregate_balance,81,ALL,-84.3672467494068
82,aggregate_balance,82,ALL,72.82143037797431
83,aggregate_balance,83,ALL,56.368446179823465
84,aggregate_balance,84,ALL,67.49379739952548
85,aggregate_balance,85,ALL,67.49379739952545
86,aggregate_balance,86,ALL,67.49379739952546
87,aggregate_balance,87,ALL,116.72462227646413
88,aggregate_balance,88,ALL,-84.3672467494068
89,aggregate_balance,89,ALL,90.98516267841349
91,aggregate_balance,91,ALL,67.49379739952546
92,aggregate_balance,92,ALL,67.49379739952546
94,aggregate_balance,94,ALL,67.49379739952546
95,aggregate_balance,95,ALL,164.1073528342402
96,aggregate_balance,96,ALL,-84.3672467494068
97,aggregate_balance,97,ALL,-84.3672467494068
98,aggregate_balance,98,ALL,-84.3672467494068
99,aggregate_balance,99,ALL,67.49379739952546
100,aggregate_balance,100,ALL,131.03701465859632
101,aggregate_balance,101,ALL,33.74689869976272
102,aggregate_balance,102,ALL,-84.3672467494068
103,aggregate_balance,103,ALL,67.49379739952546
104,aggregate_balance,104,ALL,124.80486562711155
105,aggregate_balance,105,ALL,67.49379739952546
106,aggregate_balance,106,ALL,67.49379739952546
107,aggregate_balance,107,ALL,-34.58219281740968
108,aggregate_balance,108,ALL,-84.3672467494068
110,aggregate_balance,110,ALL,164.1073528342402
111,aggregate_balance,111,ALL,-84.3672467494068
112,aggregate_balance,112,ALL,-84.3672467494068
113,aggregate_balance,113,ALL,-65.92894743226499
114,aggregate_balance,114,ALL,256.12187294084225
116,aggregate_balance,116,ALL,-65.92894743226499
117,aggregate_balance,117,ALL,26.371578972905997
118,aggregate_balance,118,ALL,-84.3672467494068
119,aggregate_balance,119,ALL,163.7073528342402
121,aggregate_balance,121,ALL,-84.36724674940679
122,aggregate_balance,122,ALL,-84.3672467494068
123,aggregate_balance,123,ALL,-84.3672467494068
124,aggregate_balance,124,ALL,-84.3672467494068
125,aggregate_balance,125,ALL,-84.3672467494068
126,aggregate_balance,126,ALL,-84.3672467494068
130,aggregate_balance,130,ALL,67.49379739952548
131,aggregate_balance,131,ALL,67.49379739952546
132,aggregate_balance,132,ALL,67.49379739952545
133,aggregate_balance,133,ALL,67.49379739952546
134,aggregate_balance,134,ALL,67.49379739952546
135,aggregate_balance,135,ALL,67.49379739952546
136,aggregate_balance,136,ALL,67.49379739952546
137,aggregate_balance,137,ALL,67.49379739952546
138,aggregate_balance,138,ALL,67.49379739952546
139,aggregate_balance,139,ALL,67.49379739952546
140,aggregate_balance,140,ALL,67.49379739952546
141,aggregate_balance,141,ALL,67.49379739952546
142,aggregate_balance,142,ALL,67.49379739952546
143,aggregate_balance,143,ALL,56.368446179823465
144,aggregate_balance,144,ALL,56.368446179823465
145,aggregate_balance,145,ALL,56.368446179823465
146,aggregate_balance,146,ALL,-84.3672467494068
147,aggregate_balance,147,ALL,-84.3672467494068
148,aggregate_balance,148,ALL,-84.3672467494068
149,aggregate_balance,149,ALL,-84.3672467494068
150,aggregate_balance,150,ALL,-84.3672467494068
151,aggregate_balance,151,ALL,-84.3672467494068
152,aggregate_balance,152,ALL,-84.3672467494068
153,aggregate_balance,153,ALL,56.368446179823465
155,aggregate_balance,155,ALL,67.49379739952546
156,aggregate_balance,156,ALL,56.36844617982346
157,aggregate_balance,157,ALL,67.49379739952548
158,aggregate_balance,158,ALL,67.49379739952548
159,aggregate_balance,159,ALL,67.49379739952546
160,aggregate_balance,160,ALL,72.82143037797412
161,aggregate_balance,161,ALL,67.49379739952546
162,aggregate_balance,162,ALL,67.49379739952546
163,aggregate_balance,163,ALL,67.49379739952553
164,aggregate_balance,164,ALL,56.368446179823465
166,aggregate_balance,166,ALL,-84.3672467494068
167,aggregate_balance,167,ALL,-84.3672467494068
734,thermal_upper,95,101_CT_1,-0.4000000000000057
736,transition,95,101_CT_1,-8.000000000000114
2238,thermal_upper,11,101_STEAM_3,-11.125351219702026
2250,thermal_upper,13,101_STEAM_3,-11.125351219701997
2256,thermal_upper,14,101_STEAM_3,-11.125351219701997
2258,transition,14,101_STEAM_3,845.5266926973518
2261,minimum_down,14,101_STEAM_3,-845.5266926973518
2286,thermal_upper,19,101_STEAM_3,-11.125351219701997
2382,thermal_upper,35,101_STEAM_3,-11.125351219701955
2496,thermal_upper,54,101_STEAM_3,-8.99371152884766
2504,transition,55,101_STEAM_3,683.5220761924222
2509,thermal_lower,56,101_STEAM_3,-22.784069206414074
2510,transition,56,101_STEAM_3,683.5220761924222
2520,thermal_upper,58,101_STEAM_3,-8.99371152884766
2525,minimum_down,58,101_STEAM_3,-683.5220761924222
2563,thermal_lower,65,101_STEAM_3,-56.368446179823465
2569,thermal_lower,66,101_STEAM_3,-39.6776151359808
2570,transition,66,101_STEAM_3,-1691.053385394704
2574,thermal_upper,67,101_STEAM_3,-11.125351219701997
2576,transition,67,101_STEAM_3,-2881.3818394741284
2580,thermal_upper,68,101_STEAM_3,-69.43143325355722
2582,transition,68,101_STEAM_3,-2035.8551467767766
2587,thermal_lower,69,101_STEAM_3,-63.34149440302642
2588,transition,69,101_STEAM_3,3240.933780493572
2594,transition,70,101_STEAM_3,1340.6889484027797
2599,thermal_lower,71,101_STEAM_3,-140.73569292923025
2600,transition,71,101_STEAM_3,1340.6889484027797
2604,thermal_upper,72,101_STEAM_3,-80.55678447325921
2606,transition,72,101_STEAM_3,-2881.3818394741284
2609,minimum_down,72,101_STEAM_3,-3240.933780493572
2611,thermal_lower,73,101_STEAM_3,-182.91931630393367
2614,minimum_up,73,101_STEAM_3,-2881.3818394741284
2616,thermal_upper,74,101_STEAM_3,-11.125351219701997
2618,transition,74,101_STEAM_3,-2606.197649643882
2622,thermal_upper,75,101_STEAM_3,-23.166723117717503
2624,transition,75,101_STEAM_3,-1760.6709569465302
2640,thermal_upper,78,101_STEAM_3,-11.125351219701983
2647,thermal_lower,79,101_STEAM_3,-14.687552877841311
2648,transition,79,101_STEAM_3,845.5266926973507
2652,thermal_upper,80,101_STEAM_3,-11.125351219702011
2654,transition,80,101_STEAM_3,404.9001063621113
2659,thermal_lower,81,101_STEAM_3,-128.55414829011153
2660,transition,81,101_STEAM_3,1250.4267990594642
2662,minimum_up,81,101_STEAM_3,-2606.197649643882
2664,thermal_upper,82,101_STEAM_3,-16.452984198150844
2669,minimum_down,82,101_STEAM_3,-1250.4267990594642
2718,thermal_upper,91,101_STEAM_3,-11.125351219702003
2724,thermal_upper,92,101_STEAM_3,-11.125351219701997
2726,transition,92,101_STEAM_3,845.5266926973522
2731,thermal_lower,93,101_STEAM_3,-56.368446179823465
2732,transition,93,101_STEAM_3,1691.053385394704
2736,thermal_upper,94,101_STEAM_3,-11.125351219701997
2741,minimum_down,94,101_STEAM_3,-845.5266926973518
2742,thermal_upper,95,101_STEAM_3,-11.125351219702003
2747,minimum_down,95,101_STEAM_3,-845.5266926973522
2772,thermal_upper,100,101_STEAM_3,-8.929558215813453
2779,thermal_lower,101,101_STEAM_3,-22.621547480060748
2780,transition,101,101_STEAM_3,678.6464244018224
2796,thermal_upper,104,101_STEAM_3,-8.929558215813453
2801,minimum_down,104,101_STEAM_3,-678.6464244018224
2808,thermal_upper,106,101_STEAM_3,-11.125351219701997
2815,thermal_lower,107,101_STEAM_3,-28.184223089911725
2816,transition,107,101_STEAM_3,845.5266926973518
2832,thermal_upper,110,101_STEAM_3,-11.125351219701997
2837,minimum_down,110,101_STEAM_3,-845.5266926973518
3242,thermal_upper,11,101_STEAM_4,-1.4210854715202004e-14
3244,transition,11,101_STEAM_4,-1.0800249583553523e-12
3256,transition,13,101_STEAM_4,-1.0800249583553523e-12
3260,thermal_upper,14,101_STEAM_4,-2.842170943040401e-14
3262,transition,14,101_STEAM_4,-2.1600499167107046e-12
3286,transition,18,101_STEAM_4,-1.0800249583553523e-12
3292,transition,19,101_STEAM_4,-2.1600499167107046e-12
3296,thermal_upper,20,101_STEAM_4,-1.4210854715202004e-14
3304,transition,21,101_STEAM_4,1.0800249583553523e-12
3316,transition,23,101_STEAM_4,-1.0800249583553523e-12
3382,transition,34,101_STEAM_4,1.6741709677730307e-11
3388,transition,35,101_STEAM_4,1.5661684719374955e-11
3394,transition,36,101_STEAM_4,1.1341584885953548e-11
3400,transition,37,101_STEAM_4,1.000444171950221e-11
3406,transition,38,101_STEAM_4,2.6058730660812576e-11
3412,transition,39,101_STEAM_4,2.6842988842736692e-12
3416,thermal_upper,40,101_STEAM_4,-3.884297340831682e-14
3422,thermal_upper,41,101_STEAM_4,-1.4210854715202004e-14
3430,transition,42,101_STEAM_4,1.0800249583553523e-12
3442,transition,44,101_STEAM_4,-1.0800249583553523e-12
3446,thermal_upper,45,101_STEAM_4,-5.684341886080802e-14
3448,transition,45,101_STEAM_4,-5.4001247917767614e-12
3452,thermal_upper,46,101_STEAM_4,-1.3692462754709714e-13
3454,transition,46,101_STEAM_4,-1.0800249583553523e-12
3459,thermal_lower,47,101_STEAM_4,-3.1087489117413434e-13
3460,transition,47,101_STEAM_4,9.32624673522403e-12
3465,thermal_lower,48,101_STEAM_4,-11.125351219702011
3472,transition,49,101_STEAM_4,-333.7605365910604
3476,thermal_upper,50,101_STEAM_4,-10.655265956897509
3478,transition,50,101_STEAM_4,-333.76053659106145
3484,transition,51,101_STEAM_4,476.03967613314927
3489,thermal_lower,52,101_STEAM_4,-4.647697239908922
3490,transition,52,101_STEAM_4,476.03967613314927
3495,thermal_lower,53,101_STEAM_4,-151.86104414893225
3496,transition,53,101_STEAM_4,336.6087589358816
3500,thermal_upper,54,101_STEAM_4,-96.61355543471473
3502,transition,54,101_STEAM_4,-4219.222565532086
3505,minimum_down,54,101_STEAM_4,-476.03967613314927
3508,transition,55,101_STEAM_4,2647.3679713730835
3513,thermal_lower,56,101_STEAM_4,-33.909420426116085
3514,transition,56,101_STEAM_4,2647.3679713730835
3516,minimum_up,56,101_STEAM_4,-333.7605365910604
3520,transition,57,101_STEAM_4,1963.8458951806613
3526,transition,58,101_STEAM_4,1963.8458951806601
3529,minimum_down,58,101_STEAM_4,-2647.3679713730835
3532,transition,59,101_STEAM_4,-683.5220761924234
3534,minimum_up,59,101_STEAM_4,-683.5220761924234
3537,thermal_lower,60,101_STEAM_4,-106.73133175828674
3540,minimum_up,60,101_STEAM_4,-3201.9399527486025
3638,thermal_upper,77,101_STEAM_4,-2.842170943040401e-14
3646,transition,78,101_STEAM_4,2.1600499167107046e-12
3663,thermal_lower,81,101_STEAM_4,-11.125351219702011
3668,thermal_upper,82,101_STEAM_4,-4.39158600777711
3670,transition,82,101_STEAM_4,-333.7605365910604
3675,thermal_lower,83,101_STEAM_4,-11.125351219702011
3678,minimum_up,83,101_STEAM_4,-333.7605365910604
3694,transition,86,101_STEAM_4,-6.480149750132114e-12
3698,thermal_upper,87,101_STEAM_4,-9.947598300641403e-14
3700,transition,87,101_STEAM_4,-7.560174708487466e-12
3738,minimum_up,93,101_STEAM_4,-7.560174708487466e-12
3742,transition,94,101_STEAM_4,1.0800249583553523e-12
3772,transition,99,101_STEAM_4,1.0800249583553523e-12
3776,thermal_upper,100,101_STEAM_4,-13.321144223590561
3783,thermal_lower,101,101_STEAM_4,-33.74689869976276
3784,transition,101,101_STEAM_4,1012.4069609928828
3796,transition,103,101_STEAM_4,1.0800249583553523e-12
3800,thermal_upper,104,101_STEAM_4,-13.321144223590561
3805,minimum_down,104,101_STEAM_4,-1012.4069609928828
3831,thermal_lower,109,101_STEAM_4,-67.49379739952548
3836,thermal_upper,110,101_STEAM_4,-96.61355543471473
3838,transition,110,101_STEAM_4,-2024.8139219857644
3843,thermal_lower,111,101_STEAM_4,-151.86104414893228
3844,transition,111,101_STEAM_4,5317.816291052555
3850,transition,112,101_STEAM_4,761.9849665845868
3856,transition,113,101_STEAM_4,761.9849665845868
3860,thermal_upper,114,101_STEAM_4,-59.94514900615748
3862,transition,114,101_STEAM_4,761.9849665845868
3865,minimum_down,114,101_STEAM_4,-5317.816291052555
3873,thermal_lower,116,101_STEAM_4,-118.25154192525099
3879,thermal_lower,117,101_STEAM_4,-41.12221842661948
3880,transition,117,101_STEAM_4,-3547.54625775753
3882,minimum_up,117,101_STEAM_4,-2024.8139219857644
3885,thermal_lower,118,101_STEAM_4,-151.86104414893228
3886,transition,118,101_STEAM_4,-2756.39888857035
3890,thermal_upper,119,101_STEAM_4,-96.21355543471472
3892,transition,119,101_STEAM_4,-7312.230213038319
3903,thermal_lower,121,101_STEAM_4,-151.86104414893225
3906,minimum_up,121,101_STEAM_4,-4555.8313244679675
3933,thermal_lower,126,101_STEAM_4,-91.87996295234504
3936,minimum_up,126,101_STEAM_4,-2756.398888570351
3976,transition,133,101_STEAM_4,-2.1600499167107046e-12
3982,transition,134,101_STEAM_4,-3.240074875066057e-12
3988,transition,135,101_STEAM_4,-4.320099833421409e-12
3992,thermal_upper,136,101_STEAM_4,-7.105427357601002e-14
3994,transition,136,101_STEAM_4,-5.4001247917767614e-12
4012,transition,139,101_STEAM_4,-1.0800249583553523e-12
4016,thermal_upper,140,101_STEAM_4,-5.684341886080802e-14
4018,transition,140,101_STEAM_4,-2.1600499167107046e-12
4024,transition,141,101_STEAM_4,2.1600499167107046e-12
4030,transition,142,101_STEAM_4,1.0800249583553523e-12
4100,thermal_upper,154,101_STEAM_4,-5.908723802636623e-14
4108,transition,155,101_STEAM_4,4.490630090003833e-12
4113,thermal_lower,156,101_STEAM_4,-11.125351219702004
4114,transition,156,101_STEAM_4,3.410605131648481e-12
4120,transition,157,101_STEAM_4,-333.76053659105673
4126,transition,158,101_STEAM_4,-333.76053659105673
4132,transition,159,101_STEAM_4,-333.76053659105673
4136,thermal_upper,160,101_STEAM_4,-5.327632978448645
4138,transition,160,101_STEAM_4,-333.7605365910546
4144,transition,161,101_STEAM_4,1.4779288903810084e-12
4154,thermal_upper,163,101_STEAM_4,-5.684341886080802e-14
4156,transition,163,101_STEAM_4,-9.094947017729282e-13
4161,thermal_lower,164,101_STEAM_4,-11.125351219702004
4164,minimum_up,164,101_STEAM_4,-333.76053659106014
5868,thermal_upper,114,102_CT_2,-92.01452010660205
7336,thermal_upper,24,102_STEAM_4,-16.651430279488174
7343,thermal_lower,25,102_STEAM_4,-42.18362337470338
7344,transition,25,102_STEAM_4,1265.5087012411013
7624,thermal_upper,72,102_STEAM_4,-16.651430279488178
7631,thermal_lower,73,102_STEAM_4,-42.18362337470339
7632,transition,73,102_STEAM_4,1265.5087012411016
