bmUnit,settlementPeriod,settlementRunType,quantity,average_MW
T_BDCHW-1,1,DF,-0.059000000000000004,-0.11800000000000001
T_BEINW-1,1,DF,-0.063,-0.126
T_BHLAW-1,1,DF,-0.09,-0.18
T_BPGRD-1,1,DF,-29.491,-58.982
T_CARR-1,1,DF,-1.0,-2.0
T_CARR-2,1,DF,-1.0,-2.0
T_CDCL-1,1,DF,-1.62,-3.24
T_CNQPS-1,1,DF,-4.158,-8.316
T_CNQPS-2,1,DF,-3.213,-6.426
T_CNQPS-3,1,DF,-2.079,-4.158
T_COSO-1,1,DF,-0.987,-1.974
T_CREAW-1,1,DF,-0.069,-0.138
T_CRGHD-1,1,DF,-0.004,-0.008
T_DAMC-1,1,DF,-0.655,-1.31
T_DIDCB5,1,DF,-1.4,-2.8
T_DIDCB6,1,DF,-0.4,-0.8
T_DINO-1,1,DF,-0.7000000000000001,-1.4000000000000001
T_DINO-2,1,DF,-140.1,-280.2
T_DINO-3,1,DF,-145.8,-291.6
T_DINO-5,1,DF,-142.1,-284.2
T_DINO-6,1,DF,-140.95,-281.9
T_DOREW-1,1,DF,-0.004,-0.008
T_DOREW-2,1,DF,-0.183,-0.366
T_FASN-2,1,DF,-0.001,-0.002
T_FFES-1,1,DF,-36.556,-73.112
T_FFES-2,1,DF,-36.484,-72.968
T_FFES-3,1,DF,-0.81,-1.62
T_FFES-4,1,DF,-0.01,-0.02
T_FOYE-1,1,DF,-76.95,-153.9
T_FOYED-1,1,DF,-0.326,-0.652
T_GLNDO-1,1,DF,-0.021,-0.042
T_GNAPW-1,1,DF,-0.013000000000000001,-0.026000000000000002
T_GRAI-6,1,DF,-1.0,-2.0
T_GRIFW-1,1,DF,-0.291,-0.582
T_GRIFW-2,1,DF,-0.089,-0.178
T_GYMRD-16,1,DF,-0.001,-0.002
T_GYMRD-E11,1,DF,-0.007,-0.014
T_GYMRD-W11,1,DF,-0.002,-0.004
T_HEYM2-D,1,DF,-28.628,-57.256
T_HUMRD-1,1,DF,-26.073,-52.146
T_INDQ-1,1,DF,-1.09,-2.18
T_KEAD-1,1,DF,-2.02,-4.04
T_KEAD-2,1,DF,-0.388,-0.776
T_KEADGT-3,1,DF,-0.08,-0.16
T_KILLPG-1,1,DF,-0.41400000000000003,-0.8280000000000001
T_KILLPG-2,1,DF,-0.314,-0.628
T_KYPEW-1,1,DF,-0.018000000000000002,-0.036000000000000004
T_LAGA-1,1,DF,-0.4,-0.8
T_LBAR-1,1,DF,-1.3599999999999999,-2.7199999999999998
T_LBAR-1G,1,DF,-0.04,-0.08
T_MEDP-1,1,DF,-1.8399999999999999,-3.6799999999999997
T_PEMB-11,1,DF,-1.0,-2.0
T_PEMB-21,1,DF,-0.3,-0.6
T_PEMB-31,1,DF,-0.3,-0.6
T_PEMB-41,1,DF,-0.25,-0.5
T_ROCK-1,1,DF,-1.2,-2.4
T_RYHPS-1,1,DF,-0.808,-1.616
T_SCCL-2,1,DF,-1.3,-2.6
T_SCCL-3,1,DF,-0.3,-0.6
T_SCCL-4,1,DF,-16.85,-33.7
T_SEAB-2,1,DF,-0.81,-1.62
T_SEEL-1,1,DF,-0.123,-0.246
T_SHBA-1,1,DF,-1.53,-3.06
T_SHBA-2,1,DF,-0.772,-1.544
T_SOKYW-1,1,DF,-0.178,-0.356
T_SPLN-1,1,DF,-1.25,-2.5
T_STAY-1,1,DF,-0.4,-0.8
T_STAY-2,1,DF,-0.35000000000000003,-0.7000000000000001
T_STAY-3,1,DF,-0.8,-1.6
T_STAY-4,1,DF,-0.4,-0.8
T_STRNW-1,1,DF,-0.007,-0.014
T_SUTB-1,1,DF,-0.2,-0.4
T_SVRP-10,1,DF,-0.3,-0.6
T_SVRP-20,1,DF,-0.2,-0.4
T_TORN-D,1,DF,-24.896,-49.792
T_TSREP-1,1,DF,-0.9480000000000001,-1.8960000000000001
T_WBURB-41,1,DF,-0.405,-0.81
T_BDCHW-1,2,DF,-0.078,-0.156
T_BPGRD-1,2,DF,-29.625,-59.25
T_CARR-1,2,DF,-0.9,-1.8
T_CARR-2,2,DF,-1.1,-2.2
T_CDCL-1,2,DF,-1.53,-3.06
T_CGTHW-1,2,DF,-0.073,-0.146
T_CNQPS-1,2,DF,-4.032,-8.064
T_CNQPS-2,2,DF,-3.213,-6.426
T_CNQPS-3,2,DF,-2.016,-4.032
T_COSO-1,2,DF,-0.991,-1.982
T_CREAW-1,2,DF,-0.052000000000000005,-0.10400000000000001
T_CRGHD-1,2,DF,-0.004,-0.008
T_DAMC-1,2,DF,-0.655,-1.31
T_DIDCB5,2,DF,-1.4,-2.8
T_DIDCB6,2,DF,-0.4,-0.8
T_DINO-1,2,DF,-0.75,-1.5
T_DINO-2,2,DF,-123.85,-247.7
T_DINO-3,2,DF,-108.05,-216.1
T_DINO-5,2,DF,-141.55,-283.1
T_DINO-6,2,DF,-140.25,-280.5
T_DOREW-1,2,DF,-0.176,-0.352
T_DOREW-2,2,DF,-0.194,-0.388
T_DUNGW-1,2,DF,-0.34400000000000003,-0.6880000000000001
T_FASN-1,2,DF,-0.004,-0.008
T_FASN-2,2,DF,-0.001,-0.002
T_FFES-1,2,DF,-36.516,-73.032
T_FFES-2,2,DF,-36.455,-72.91
T_FFES-3,2,DF,-0.8,-1.6
T_FFES-4,2,DF,-0.02,-0.04
T_FOYE-1,2,DF,-77.0,-154.0
T_FOYED-1,2,DF,-0.326,-0.652
T_GLNDO-1,2,DF,-0.021,-0.042
T_GNAPW-1,2,DF,-0.013000000000000001,-0.026000000000000002
T_GRAI-6,2,DF,-1.05,-2.1
T_GRIFW-1,2,DF,-0.106,-0.212
T_GYMRD-16,2,DF,-0.001,-0.002
T_GYMRD-E11,2,DF,-0.006,-0.012
T_GYMRD-W11,2,DF,-0.002,-0.004
T_HEYM2-D,2,DF,-28.648,-57.296
T_HUMRD-1,2,DF,-26.162,-52.324
T_INDQ-1,2,DF,-1.13,-2.26
T_KEAD-1,2,DF,-1.97,-3.94
T_KEAD-2,2,DF,-0.387,-0.774
T_KEADGT-3,2,DF,-0.08,-0.16
T_KILLPG-1,2,DF,-0.418,-0.836
T_KILLPG-2,2,DF,-0.316,-0.632
T_KYPEW-1,2,DF,-0.019,-0.038
T_LAGA-1,2,DF,-0.5,-1.0
T_LBAR-1,2,DF,-1.32,-2.64
T_LBAR-1G,2,DF,-0.03,-0.06
T_MEDP-1,2,DF,-1.8250000000000002,-3.6500000000000004
T_PEMB-11,2,DF,-1.0,-2.0
T_PEMB-21,2,DF,-0.35000000000000003,-0.7000000000000001
T_PEMB-31,2,DF,-0.35000000000000003,-0.7000000000000001
T_PEMB-41,2,DF,-0.3,-0.6
T_PNYCB-1,2,DF,-0.24,-0.48
T_ROCK-1,2,DF,-1.1,-2.2
T_RYHPS-1,2,DF,-0.753,-1.506
T_SCCL-2,2,DF,-1.25,-2.5
T_SCCL-3,2,DF,-0.25,-0.5
T_SCCL-4,2,DF,-16.81,-33.62
T_SEAB-2,2,DF,-0.81,-1.62
T_SEEL-1,2,DF,-0.122,-0.244
T_SHBA-1,2,DF,-1.526,-3.052
T_SHBA-2,2,DF,-0.772,-1.544
T_SOKYW-1,2,DF,-0.178,-0.356
T_SPLN-1,2,DF,-1.3,-2.6
T_STAY-1,2,DF,-0.4,-0.8
T_STAY-2,2,DF,-0.4,-0.8
T_STAY-3,2,DF,-0.8,-1.6
T_STAY-4,2,DF,-0.4,-0.8
T_STLGW-1,2,DF,-0.353,-0.706
T_STLGW-2,2,DF,-0.078,-0.156
T_STRNW-1,2,DF,-0.007,-0.014
T_SUTB-1,2,DF,-0.3,-0.6
T_SVRP-10,2,DF,-0.35000000000000003,-0.7000000000000001
T_SVRP-20,2,DF,-0.2,-0.4
T_TORN-D,2,DF,-24.932,-49.864
T_TSREP-1,2,DF,-0.9480000000000001,-1.8960000000000001
T_WBURB-41,2,DF,-0.037,-0.074
T_BDCHW-1,3,DF,-0.08600000000000001,-0.17200000000000001
T_BPGRD-1,3,DF,-29.25,-58.5
T_CARR-1,3,DF,-1.0,-2.0
T_CARR-2,3,DF,-1.1,-2.2
T_CDCL-1,3,DF,-1.53,-3.06
T_CGTHW-1,3,DF,-0.053,-0.106
T_CNQPS-1,3,DF,-4.095,-8.19
T_CNQPS-2,3,DF,-3.339,-6.678
T_CNQPS-3,3,DF,-2.079,-4.158
T_COSO-1,3,DF,-0.9490000000000001,-1.8980000000000001
T_CRGHD-1,3,DF,-0.004,-0.008
T_DAMC-1,3,DF,-0.665,-1.33
T_DIDCB5,3,DF,-1.45,-2.9
T_DIDCB6,3,DF,-0.45,-0.9
T_DINO-1,3,DF,-0.75,-1.5
T_DINO-2,3,DF,-137.6,-275.2
T_DINO-3,3,DF,-145.65,-291.3
T_DINO-5,3,DF,-139.65,-279.3
T_DINO-6,3,DF,-138.25,-276.5
T_DOREW-1,3,DF,-0.245,-0.49
T_DOREW-2,3,DF,-0.192,-0.384
T_DUNGW-1,3,DF,-0.312,-0.624
T_FASN-1,3,DF,-0.004,-0.008
T_FASN-2,3,DF,-0.001,-0.002
T_FFES-1,3,DF,-36.276,-72.552
T_FFES-2,3,DF,-36.205,-72.41
T_FFES-3,3,DF,-0.8,-1.6
T_FFES-4,3,DF,-30.57,-61.14
T_FOYE-1,3,DF,-76.55,-153.1
T_FOYED-1,3,DF,-0.327,-0.654
T_GLNDO-1,3,DF,-0.021,-0.042
T_GNAPW-1,3,DF,-0.013000000000000001,-0.026000000000000002
T_GORDW-2,3,DF,-0.001,-0.002
T_GRAI-6,3,DF,-1.0,-2.0
T_GYMRD-16,3,DF,-0.001,-0.002
T_GYMRD-E11,3,DF,-0.006,-0.012
T_GYMRD-W11,3,DF,-0.003,-0.006
T_HEYM2-D,3,DF,-28.584,-57.168
T_HUMRD-1,3,DF,-26.188,-52.376
T_INDQ-1,3,DF,-1.135,-2.27
T_KEAD-1,3,DF,-2.07,-4.14
T_KEAD-2,3,DF,-0.396,-0.792
T_KEADGT-3,3,DF,-0.08,-0.16
T_KILLPG-1,3,DF,-0.41400000000000003,-0.8280000000000001
T_KILLPG-2,3,DF,-0.315,-0.63
T_KYPEW-1,3,DF,-0.018000000000000002,-0.036000000000000004
T_LAGA-1,3,DF,-0.5,-1.0
T_LBAR-1,3,DF,-1.16,-2.32
T_LBAR-1G,3,DF,-0.04,-0.08
T_MEDP-1,3,DF,-1.808,-3.616
T_PEMB-11,3,DF,-1.1,-2.2
T_PEMB-21,3,DF,-0.3,-0.6
T_PEMB-31,3,DF,-0.3,-0.6
