bmUnit,settlementPeriod,settlementRunType,quantity,average_MW
T_BHLAW-1,1,DF,-0.506,-1.012
T_BPGRD-1,1,DF,-34.353,-68.706
T_CARR-1,1,DF,-0.8,-1.6
T_CARR-2,1,DF,-0.2,-0.4
T_CDCL-1,1,DF,-1.53,-3.06
T_CNQPS-1,1,DF,-2.205,-4.41
T_CNQPS-2,1,DF,-2.331,-4.662
T_CNQPS-3,1,DF,-2.079,-4.158
T_COSO-1,1,DF,-0.9400000000000001,-1.8800000000000001
T_CRGHD-1,1,DF,-0.004,-0.008
T_DAMC-1,1,DF,-0.65,-1.3
T_DIDCB5,1,DF,-1.9,-3.8
T_DIDCB6,1,DF,-1.0,-2.0
T_DINO-1,1,DF,-0.7000000000000001,-1.4000000000000001
T_DINO-2,1,DF,-140.7,-281.4
T_DINO-3,1,DF,-148.5,-297.0
T_DINO-5,1,DF,-142.8,-285.6
T_DINO-6,1,DF,-123.95,-247.9
T_DOREW-1,1,DF,-0.262,-0.524
T_DOREW-2,1,DF,-0.196,-0.392
T_EECL-1,1,DF,-0.36,-0.72
T_FASN-2,1,DF,-0.001,-0.002
T_FFES-1,1,DF,-36.733,-73.466
T_FFES-2,1,DF,-36.653,-73.306
T_FFES-3,1,DF,-0.8200000000000001,-1.6400000000000001
T_FFES-4,1,DF,-37.08,-74.16
T_FOYE-1,1,DF,-76.55,-153.1
T_FOYE-2,1,DF,-30.35,-60.7
T_FOYED-1,1,DF,-0.41300000000000003,-0.8260000000000001
T_GLNDO-1,1,DF,-0.021,-0.042
T_GRAI-6,1,DF,-0.35000000000000003,-0.7000000000000001
T_GYMRD-16,1,DF,-0.001,-0.002
T_GYMRD-E11,1,DF,-0.002,-0.004
T_GYMRD-W11,1,DF,-0.003,-0.006
T_HALSW-1,1,DF,-0.113,-0.226
T_HEYM2-D,1,DF,-26.636,-53.272
T_HMGTO-2,1,DF,-0.359,-0.718
T_HUMRD-1,1,DF,-25.58,-51.16
T_INDQ-1,1,DF,-1.195,-2.39
T_KEAD-1,1,DF,-2.02,-4.04
T_KEAD-2,1,DF,-0.421,-0.842
