bmUnit,settlementPeriod,settlementRunType,quantity,average_MW
T_BDCHW-1,1,DF,-0.101,-0.202
T_BPGRD-1,1,DF,-27.343,-54.686
T_CNQPS-4,1,DF,-2.205,-4.41
T_CREAW-1,1,DF,-0.14400000000000002,-0.28800000000000003
T_CRGHD-1,1,DF,-0.003,-0.006
T_CRGHW-1,1,DF,-0.138,-0.276
T_DIDCB6,1,DF,-1.4,-2.8
T_DINO-3,1,DF,-0.65,-1.3
T_DINO-5,1,DF,-0.7000000000000001,-1.4000000000000001
T_DOREW-1,1,DF,-0.05,-0.1
T_DOREW-2,1,DF,-0.272,-0.544
T_EDINW-1,1,DF,-0.044,-0.088
T_FASN-2,1,DF,-0.001,-0.002
T_FERGD-1,1,DF,-0.267,-0.534
T_FERGD-2,1,DF,-0.775,-1.55
T_FFES-1,1,DF,-0.611,-1.222
T_FFES-2,1,DF,-0.61,-1.22
T_FFES-3,1,DF,-0.01,-0.02
T_FFES-4,1,DF,-0.79,-1.58
T_FOYE-1,1,DF,-0.9500000000000001,-1.9000000000000001
T_FOYED-1,1,DF,-0.489,-0.978
T_GLNDO-1,1,DF,-0.021,-0.042
T_GNAPW-1,1,DF,-0.05,-0.1
T_GORDW-2,1,DF,-0.037,-0.074
T_GRAI-6,1,DF,-0.1,-0.2
T_GRAI-7,1,DF,-0.3,-0.6
T_GYMRD-16,1,DF,-0.001,-0.002
T_GYMRD-E11,1,DF,-0.002,-0.004
T_GYMRD-W11,1,DF,-0.006,-0.012
T_HEYM2-D,1,DF,-14.508,-29.016
T_HEYM27,1,DF,-2.396,-4.792
T_HEYM28,1,DF,-8.092,-16.184
T_HRSTW-1,1,DF,-0.355,-0.71
T_HRTL-2,1,DF,-10.196,-20.392
T_HUMRD-1,1,DF,-25.17,-50.34
T_INDQ-1,1,DF,-1.18,-2.36
T_KEAD-1,1,DF,-1.565,-3.13
T_KEAD-2,1,DF,-0.395,-0.79
T_KEADGT-3,1,DF,-0.085,-0.17
T_KILLPG-1,1,DF,-0.369,-0.738
T_KILLPG-2,1,DF,-0.28700000000000003,-0.5740000000000001
T_KLGLW-1,1,DF,-0.486,-0.972
T_LAGA-1,1,DF,-0.6,-1.2
T_LARKS-1,1,DF,-0.05,-0.1
T_LBAR-1G,1,DF,-0.01,-0.02
T_MKHLW-1,1,DF,-0.05,-0.1
T_MOWEO-1,1,DF,-0.002,-0.004
T_MRWD-1,1,DF,-0.3,-0.6
T_PNYCB-1,1,DF,-0.01,-0.02
T_PNYCW-1,1,DF,-0.05,-0.1
T_RMPNO-2,1,DF,-0.053,-0.106
T_ROCK-1,1,DF,-1.2,-2.4
T_SCCL-2,1,DF,-2.05,-4.1
T_SCCL-4,1,DF,-22.02,-44.04
T_SEAB-2,1,DF,-1.5270000000000001,-3.0540000000000003
T_SEEL-1,1,DF,-0.171,-0.342
T_SGRWO-3,1,DF,-0.717,-1.434
T_SGRWO-4,1,DF,-0.543,-1.086
T_SGRWO-5,1,DF,-0.894,-1.788
T_SGRWO-6,1,DF,-1.673,-3.346
T_SHBA-2,1,DF,-0.254,-0.508
T_STRNW-1,1,DF,-0.184,-0.368
T_SUTB-1,1,DF,-0.5,-1.0
T_SVRP-10,1,DF,-0.25,-0.5
T_SVRP-20,1,DF,-0.2,-0.4
T_TORN-2,1,DF,-1.088,-2.176
T_TORN-D,1,DF,-15.604,-31.208
T_TSREP-1,1,DF,-1.645,-3.29
T_WBURB-41,1,DF,-0.025,-0.05
T_WBURB-43,1,DF,-0.506,-1.012
T_ACHRW-1,2,DF,-0.034,-0.068
T_BDCHW-1,2,DF,-0.10400000000000001,-0.20800000000000002
T_BPGRD-1,2,DF,-26.606,-53.212
T_CNQPS-4,2,DF,-2.268,-4.536
T_COSO-1,2,DF,-1.03,-2.06
T_CREAW-1,2,DF,-0.034,-0.068
T_CRGHD-1,2,DF,-0.002,-0.004
T_CRGHW-1,2,DF,-0.135,-0.27
T_DIDCB6,2,DF,-1.3,-2.6
T_DINO-3,2,DF,-0.65,-1.3
T_DINO-5,2,DF,-0.75,-1.5
T_DOREW-1,2,DF,-0.298,-0.596
T_DOREW-2,2,DF,-0.253,-0.506
T_EDINW-1,2,DF,-0.04,-0.08
T_FASN-2,2,DF,-0.001,-0.002
T_FERGD-1,2,DF,-0.403,-0.806
T_FERGD-2,2,DF,-0.493,-0.986
T_FFES-1,2,DF,-0.611,-1.222
T_FFES-2,2,DF,-0.62,-1.24
T_FFES-3,2,DF,-0.02,-0.04
T_FFES-4,2,DF,-0.79,-1.58
T_FOYE-1,2,DF,-0.9500000000000001,-1.9000000000000001
T_FOYE-2,2,DF,-0.9500000000000001,-1.9000000000000001
T_FOYED-1,2,DF,-0.44,-0.88
T_GLNDO-1,2,DF,-0.021,-0.042
T_GNAPW-1,2,DF,-0.048,-0.096
T_GORDW-1,2,DF,-0.129,-0.258
T_GORDW-2,2,DF,-0.078,-0.156
T_GRAI-6,2,DF,-0.1,-0.2
T_GRAI-7,2,DF,-0.3,-0.6
T_GYMRD-16,2,DF,-0.001,-0.002
T_GYMRD-E11,2,DF,-0.002,-0.004
T_GYMRD-W11,2,DF,-0.005,-0.01
T_HEYM2-D,2,DF,-14.548,-29.096
T_HEYM27,2,DF,-2.392,-4.784
T_HEYM28,2,DF,-7.856,-15.712
T_HRSTW-1,2,DF,-0.336,-0.672
T_HRTL-2,2,DF,-10.096,-20.192
T_HUMRD-1,2,DF,-25.9,-51.8
T_INDQ-1,2,DF,-1.185,-2.37
T_KEAD-1,2,DF,-1.52,-3.04
T_KEAD-2,2,DF,-0.399,-0.798
T_KEADGT-3,2,DF,-0.08,-0.16
T_KILLPG-1,2,DF,-0.367,-0.734
T_KILLPG-2,2,DF,-0.28400000000000003,-0.5680000000000001
T_LAGA-1,2,DF,-0.5,-1.0
T_LARKS-1,2,DF,-0.045,-0.09
T_LBAR-1G,2,DF,-0.01,-0.02
T_MKHLW-1,2,DF,-0.241,-0.482
T_MOWEO-1,2,DF,-0.002,-0.004
T_MRWD-1,2,DF,-0.3,-0.6
T_PNYCB-1,2,DF,-0.01,-0.02
T_RMPNO-1,2,DF,-0.41500000000000004,-0.8300000000000001
T_RMPNO-2,2,DF,-0.582,-1.164
T_ROCK-1,2,DF,-1.1,-2.2
T_SCCL-2,2,DF,-2.05,-4.1
T_SCCL-4,2,DF,-22.15,-44.3
T_SEAB-2,2,DF,-0.9520000000000001,-1.9040000000000001
T_SEEL-1,2,DF,-0.17,-0.34
T_SGRWO-3,2,DF,-0.715,-1.43
T_SGRWO-4,2,DF,-0.539,-1.078
T_SGRWO-5,2,DF,-0.895,-1.79
T_SGRWO-6,2,DF,-1.686,-3.372
T_SHBA-2,2,DF,-0.255,-0.51
T_STRNW-1,2,DF,-0.177,-0.354
T_SUTB-1,2,DF,-0.4,-0.8
T_SVRP-10,2,DF,-0.3,-0.6
T_SVRP-20,2,DF,-0.25,-0.5
T_TORN-2,2,DF,-1.096,-2.192
T_TORN-D,2,DF,-15.644,-31.288
T_TSREP-1,2,DF,-1.641,-3.282
T_WBURB-41,2,DF,-0.095,-0.19
T_WBURB-43,2,DF,-0.246,-0.492
T_ACHRW-1,3,DF,-0.081,-0.162
T_ANSUW-1,3,DF,-0.001,-0.002
T_BDCHW-1,3,DF,-0.08600000000000001,-0.17200000000000001
T_BHLAW-1,3,DF,-0.362,-0.724
T_BPGRD-1,3,DF,-26.514,-53.028
T_CNQPS-4,3,DF,-2.268,-4.536
T_COSO-1,3,DF,-1.019,-2.038
T_CREAW-1,3,DF,-0.152,-0.304
T_CRGHD-1,3,DF,-0.002,-0.004
T_CRGHW-1,3,DF,-0.133,-0.266
T_DIDCB6,3,DF,-1.35,-2.7
T_DINO-3,3,DF,-0.7000000000000001,-1.4000000000000001
T_DINO-5,3,DF,-0.7000000000000001,-1.4000000000000001
T_DOREW-2,3,DF,-0.272,-0.544
T_EDINW-1,3,DF,-0.047,-0.094
T_FASN-2,3,DF,-0.001,-0.002
T_FERGD-1,3,DF,-0.091,-0.182
T_FERGD-2,3,DF,-0.447,-0.894
T_FFES-1,3,DF,-1.517,-3.034
T_FFES-2,3,DF,-0.044,-0.088
T_FFES-3,3,DF,-0.01,-0.02
T_FFES-4,3,DF,-0.17,-0.34
T_FOYE-1,3,DF,-0.9500000000000001,-1.9000000000000001
T_FOYE-2,3,DF,-0.05,-0.1
T_FOYED-1,3,DF,-0.668,-1.336
T_GLNDO-1,3,DF,-0.021,-0.042
T_GNAPW-1,3,DF,-0.047,-0.094
T_GORDW-1,3,DF,-0.11,-0.22
T_GORDW-2,3,DF,-0.078,-0.156
T_GRAI-6,3,DF,-0.1,-0.2
T_GRAI-7,3,DF,-0.3,-0.6
T_GYMRD-16,3,DF,-0.001,-0.002
T_GYMRD-E11,3,DF,-0.002,-0.004
T_GYMRD-W11,3,DF,-0.006,-0.012
T_HEYM2-D,3,DF,-14.504,-29.008
T_HEYM27,3,DF,-2.384,-4.768
T_HEYM28,3,DF,-7.812,-15.624
T_HRSTW-1,3,DF,-0.332,-0.664
T_HRTL-2,3,DF,-9.932,-19.864
T_HUMRD-1,3,DF,-25.3,-50.6
T_INDQ-1,3,DF,-1.18,-2.36
T_KEAD-1,3,DF,-1.62,-3.24
T_KEAD-2,3,DF,-0.397,-0.794
T_KEADGT-3,3,DF,-0.08,-0.16
T_KILLPG-1,3,DF,-0.368,-0.736
T_KILLPG-2,3,DF,-0.28400000000000003,-0.5680000000000001
