path,sha256,bytes
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\code\dscgrid_model.py,01d3e67440b1380b62ed68da07e61ac6895b930ada583ffa8af09a370850be78,5694
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\branch.csv,e92d16d13b1c5d2899f7871c0c99c3eb94605528beef157bf9e1ccbcffe5ef4e,7142
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\bus.csv,cec3f776222812d43eaeaf7ac85b577719dc565f354a04e120c12a647ddb710e,7003
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\gen.csv,988466f29132b73739de60c9204dd4a2a9ceb0adf572e5966c086611272f4068,32451
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\reserves.csv,3c0d388631b93fe37bc617dc3f9512950927ae1b0a0e878482e90137106d0a28,803
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\storage.csv,cc55c4b02f7595ab77399075c721e31da748f29482c7d78319c4f1530bf4b82c,1313
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\CSP\DAY_AHEAD_Natural_Inflow.csv,0c54ae19d17dfb63edaa81df2cf006c0d1b1df759a4ab6aca692bfeffa0490ac,140855
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Hydro\DAY_AHEAD_hydro.csv,4030660920df850138472c5561322c71e5037813c8e3232d3f9bde512a40606d,934239
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\Load\DAY_AHEAD_regional_Load.csv,7a9470d32d49068a91334cb36db54cceb2feb5cb1f702b0fa0847af8bac6cf21,423702
C:\Users\gmalkawi\OneDrive - Higher Colleges of Technology\Documents 1\ChatGPT\3\.work\v4extract\DSC_Grid_V4_ConvexSupportPolyhedralCertificate\upstream\V3\raw\RTS-GMLC_v0.2.3\timeseries_data_files\PV\DAY_AHEAD_pv.csv,bfede6e558df5ea0f244b6326940a4ee0b95138643aa8a062897c67134c9c185,842651
